date,status,exchanges,estimatedNetFlowCny,estimatedNetFlowYi,grossInflowYi,grossOutflowYi,funds,pricedFunds,excludedRecords
2020-03-17,complete,SSE|SZSE,10038600270,100.386,105.3126,-4.9266,235,233,2
2020-03-18,complete,SSE|SZSE,-2035306830,-20.3531,20.0613,-40.4144,235,233,2
2020-03-19,complete,SSE|SZSE,12214301250,122.143,125.0571,-2.9141,235,234,1
2020-03-20,complete,SSE|SZSE,3435550200,34.3555,46.3732,-12.0177,237,234,3
2020-03-23,complete,SSE|SZSE,9700885600,97.0089,99.212,-2.2031,237,236,1
2020-03-24,complete,SSE|SZSE,5300038300,53.0004,65.0241,-12.0238,238,237,1
2020-03-25,complete,SSE|SZSE,-7340707100,-73.4071,13.7824,-87.1894,238,238,0
2020-03-26,complete,SSE|SZSE,-92870800,-0.9287,21.6633,-22.592,238,237,1
2020-03-27,complete,SSE|SZSE,2296699500,22.967,31.2718,-8.3048,238,236,2
2020-03-30,complete,SSE|SZSE,5872373020,58.7237,61.284,-2.5602,239,237,2
2020-03-31,complete,SSE|SZSE,-245021450,-2.4502,12.406,-14.8562,240,237,3
2020-04-01,complete,SSE|SZSE,-1810030950,-18.1003,5.8851,-23.9854,240,238,2
2020-04-02,complete,SSE|SZSE,-2148016450,-21.4802,22.2618,-43.7419,241,239,2
2020-04-03,complete,SSE|SZSE,-1530153780,-15.3015,10.1355,-25.437,241,237,4
2020-04-07,complete,SSE|SZSE,-2020645190,-20.2065,8.4494,-28.6559,242,241,1
2020-04-08,complete,SSE|SZSE,-2124907550,-21.2491,5.2848,-26.5338,242,239,3
2020-04-09,complete,SSE|SZSE,-2430287800,-24.3029,7.6082,-31.9111,242,241,1
2020-04-10,complete,SSE|SZSE,3257241750,32.5724,44.3678,-11.7954,244,243,1
2020-04-13,complete,SSE|SZSE,3399459000,33.9946,43.1511,-9.1565,245,242,3
2020-04-14,complete,SSE|SZSE,-3826584800,-38.2658,10.3277,-48.5935,245,243,2
2020-04-15,complete,SSE|SZSE,-3143736160,-31.4374,9.4999,-40.9373,245,241,4
2020-04-16,complete,SSE|SZSE,-770716030,-7.7072,7.7547,-15.4619,245,242,3
2020-04-17,complete,SSE|SZSE,-7065481500,-70.6548,6.6029,-77.2577,246,246,0
2020-04-20,complete,SSE|SZSE,-4100351790,-41.0035,4.5192,-45.5227,247,244,3
2020-04-21,complete,SSE|SZSE,503157650,5.0316,18.8158,-13.7842,248,247,1
2020-04-22,complete,SSE|SZSE,-2497040450,-24.9704,3.5514,-28.5218,249,247,2
2020-04-23,complete,SSE|SZSE,-938068800,-9.3807,10.9633,-20.344,249,244,5
2020-04-24,complete,SSE|SZSE,3617177250,36.1718,45.1727,-9.0009,250,247,3
2020-04-27,complete,SSE|SZSE,-1386718550,-13.8672,13.6584,-27.5256,250,246,4
2020-04-28,complete,SSE|SZSE,-3091301750,-30.913,10.9449,-41.858,250,246,4
2020-04-29,complete,SSE|SZSE,411275250,4.1128,18.5378,-14.4251,250,246,4
2020-04-30,complete,SSE|SZSE,-3529553950,-35.2955,37.7915,-73.087,250,248,2
2020-05-06,complete,SSE|SZSE,-2428717680,-24.2872,15.4612,-39.7484,250,248,2
2020-05-07,complete,SSE|SZSE,-3171854450,-31.7185,6.9756,-38.6941,251,246,5
2020-05-08,complete,SSE|SZSE,-1258723360,-12.5872,15.7492,-28.3365,251,248,3
2020-05-11,complete,SSE|SZSE,-1553923340,-15.5392,13.0081,-28.5474,253,253,0
2020-05-12,complete,SSE|SZSE,-6429748450,-64.2975,2.8218,-67.1193,254,251,3
2020-05-13,complete,SSE|SZSE,-4473313800,-44.7331,4.6834,-49.4165,254,252,2
2020-05-14,complete,SSE|SZSE,-568119640,-5.6812,18.5557,-24.2369,255,253,2
2020-05-15,complete,SSE|SZSE,-434420800,-4.3442,27.2767,-31.6209,256,253,3
2020-05-18,complete,SSE|SZSE,2433339610,24.3334,40.9074,-16.574,256,253,3
2020-05-19,complete,SSE|SZSE,-4924548580,-49.2455,6.8434,-56.0889,256,254,2
2020-05-20,complete,SSE|SZSE,281403940,2.814,25.5273,-22.7132,256,252,4
2020-05-21,complete,SSE|SZSE,-998567080,-9.9857,19.0152,-29.0009,257,254,3
2020-05-22,complete,SSE|SZSE,2882679800,28.8268,43.5556,-14.7288,257,256,1
2020-05-25,complete,SSE|SZSE,2720731690,27.2073,33.2405,-6.0332,258,254,4
2020-05-26,complete,SSE|SZSE,-8459258930,-84.5926,2.069,-86.6616,260,257,3
2020-05-27,complete,SSE|SZSE,-626561480,-6.2656,20.4303,-26.6959,260,255,5
2020-05-28,complete,SSE|SZSE,3349947320,33.4995,43.5534,-10.0539,261,256,5
2020-05-29,complete,SSE|SZSE,-5854128900,-58.5413,6.1387,-64.68,261,258,3
2020-06-01,complete,SSE|SZSE,-6032633650,-60.3263,15.5252,-75.8515,263,262,1
2020-06-02,complete,SSE|SZSE,-1597024700,-15.9702,11.5584,-27.5287,263,261,2
2020-06-03,complete,SSE|SZSE,-4753124350,-47.5312,4.8763,-52.4076,263,261,2
2020-06-04,complete,SSE|SZSE,-4073486440,-40.7349,6.2021,-46.937,263,258,5
2020-06-05,complete,SSE|SZSE,-4942318800,-49.4232,4.7565,-54.1797,263,259,4
2020-06-08,complete,SSE|SZSE,-3516691150,-35.1669,9.2067,-44.3736,263,261,2
2020-06-09,complete,SSE|SZSE,-4207871550,-42.0787,2.6047,-44.6834,263,261,2
2020-06-10,complete,SSE|SZSE,-4393923750,-43.9392,7.7911,-51.7303,263,261,2
2020-06-11,complete,SSE|SZSE,-3348171790,-33.4817,9.8515,-43.3332,264,262,2
2020-06-12,complete,SSE|SZSE,669988430,6.6999,19.1366,-12.4367,264,260,4
2020-06-15,complete,SSE|SZSE,-3537522950,-35.3752,8.8791,-44.2543,264,258,6
2020-06-16,complete,SSE|SZSE,-311657810,-3.1166,20.4328,-23.5493,264,260,4
2020-06-17,complete,SSE|SZSE,-1379895200,-13.799,20.324,-34.123,264,261,3
2020-06-18,complete,SSE|SZSE,-2987320580,-29.8732,20.8772,-50.7504,263,261,2
2020-06-19,complete,SSE|SZSE,-4443331800,-44.4333,15.6224,-60.0557,263,260,3
2020-06-22,complete,SSE|SZSE,-6498151150,-64.9815,12.5877,-77.5693,264,261,3
2020-06-23,complete,SSE|SZSE,-4126356150,-41.2636,11.0328,-52.2964,265,259,6
2020-06-24,complete,SSE|SZSE,-3118828800,-31.1883,16.6713,-47.8596,265,262,3
2020-06-29,complete,SSE|SZSE,-1395348170,-13.9535,12.6381,-26.5916,265,263,2
2020-06-30,complete,SSE|SZSE,-3864631580,-38.6463,16.5552,-55.2015,265,263,2
2020-07-01,complete,SSE|SZSE,-5034552150,-50.3455,12.5772,-62.9227,265,260,5
2020-07-02,complete,SSE|SZSE,-1968546540,-19.6855,44.0251,-63.7106,265,262,3
2020-07-03,complete,SSE|SZSE,670736250,6.7074,46.8976,-40.1903,265,263,2
2020-07-06,complete,SSE|SZSE,19475325050,194.7533,242.5922,-47.839,266,260,6
2020-07-07,complete,SSE|SZSE,17711709850,177.1171,212.6337,-35.5166,266,263,3
2020-07-08,complete,SSE|SZSE,-2720251900,-27.2025,47.4216,-74.6241,266,263,3
2020-07-09,complete,SSE|SZSE,-2145891440,-21.4589,57.0125,-78.4714,266,261,5
2020-07-10,complete,SSE|SZSE,-2735423400,-27.3542,31.0756,-58.4298,267,263,4
2020-07-13,complete,SSE|SZSE,-2591575300,-25.9158,53.1526,-79.0683,267,264,3
2020-07-14,complete,SSE|SZSE,-1857653450,-18.5765,65.7879,-84.3644,267,264,3
2020-07-15,complete,SSE|SZSE,-1930634150,-19.3063,36.6658,-55.9722,267,262,5
2020-07-16,complete,SSE|SZSE,-5757050890,-57.5705,22.5801,-80.1506,267,264,3
2020-07-17,complete,SSE|SZSE,-4587945200,-45.8795,24.9279,-70.8074,268,265,3
2020-07-20,complete,SSE|SZSE,-5772163870,-57.7216,24.8485,-82.5701,269,266,3
2020-07-21,complete,SSE|SZSE,-3116960970,-31.1696,29.3975,-60.5671,270,267,3
2020-07-22,complete,SSE|SZSE,-2046538190,-20.4654,23.5144,-43.9798,270,267,3
2020-07-23,complete,SSE|SZSE,-2010231700,-20.1023,22.0623,-42.1646,270,267,3
2020-07-24,complete,SSE|SZSE,1619568100,16.1957,55.8903,-39.6946,270,267,3
2020-07-27,complete,SSE|SZSE,647783900,6.4778,29.4761,-22.9983,270,266,4
2020-07-28,complete,SSE|SZSE,-3696551700,-36.9655,21.0886,-58.0541,270,266,4
2020-07-29,complete,SSE|SZSE,667656600,6.6766,42.3548,-35.6783,270,267,3
2020-07-30,complete,SSE|SZSE,-1010451200,-10.1045,16.8856,-26.9902,270,267,3
2020-07-31,complete,SSE|SZSE,-4110632900,-41.1063,14.7554,-55.8618,269,268,1
2020-08-03,complete,SSE|SZSE,-2898941800,-28.9894,27.9891,-56.9785,270,269,1
2020-08-04,complete,SSE|SZSE,2073889180,20.7389,49.3219,-28.583,270,269,1
2020-08-05,complete,SSE|SZSE,-3741324430,-37.4132,29.4568,-66.8701,270,268,2
2020-08-06,complete,SSE|SZSE,-3892875950,-38.9288,10.5802,-49.5089,270,269,1
2020-08-07,complete,SSE|SZSE,-2534185950,-25.3419,19.9028,-45.2447,270,268,2
2020-08-10,complete,SSE|SZSE,-2970678550,-29.7068,21.893,-51.5998,271,270,1
2020-08-11,complete,SSE|SZSE,-2348457050,-23.4846,16.4865,-39.971,271,269,2
2020-08-12,complete,SSE|SZSE,1447511770,14.4751,32.8668,-18.3917,272,271,1
2020-08-13,complete,SSE|SZSE,-4306337150,-43.0634,6.4655,-49.5289,272,272,0
2020-08-14,complete,SSE|SZSE,4771208100,47.7121,66.8973,-19.1852,272,271,1
2020-08-17,complete,SSE|SZSE,2772081950,27.7208,66.081,-38.3602,272,271,1
2020-08-18,complete,SSE|SZSE,-443928850,-4.4393,28.5402,-32.9795,273,271,2
2020-08-19,complete,SSE|SZSE,-1998655350,-19.9866,18.6893,-38.6759,274,273,1
2020-08-20,complete,SSE|SZSE,2443477450,24.4348,36.279,-11.8442,274,271,3
2020-08-21,complete,SSE|SZSE,1926050700,19.2605,35.3658,-16.1053,274,274,0
2020-08-24,complete,SSE|SZSE,-4158634930,-41.5863,13.9815,-55.5679,275,274,1
2020-08-25,complete,SSE|SZSE,-1026058700,-10.2606,18.8329,-29.0935,275,275,0
2020-08-26,complete,SSE|SZSE,1305656060,13.0566,36.5698,-23.5132,275,275,0
2020-08-27,complete,SSE|SZSE,-535932840,-5.3593,14.9789,-20.3383,275,275,0
2020-08-28,complete,SSE|SZSE,489590600,4.8959,25.0561,-20.1602,275,275,0
2020-08-31,complete,SSE|SZSE,-1115572890,-11.1557,16.7717,-27.9274,275,274,1
2020-09-01,complete,SSE|SZSE,1335256760,13.3526,29.5524,-16.1999,275,275,0
2020-09-02,complete,SSE|SZSE,-5171700840,-51.717,15.3077,-67.0247,275,274,1
2020-09-03,complete,SSE|SZSE,-578421980,-5.7842,17.1547,-22.9389,275,273,2
2020-09-04,complete,SSE|SZSE,4283111760,42.8311,51.4447,-8.6136,276,275,1
2020-09-07,complete,SSE|SZSE,2464514560,24.6451,39.9022,-15.2571,276,275,1
2020-09-08,complete,SSE|SZSE,3899295740,38.993,50.2129,-11.2199,276,275,1
2020-09-09,complete,SSE|SZSE,3297641330,32.9764,42.7739,-9.7974,276,275,1
2020-09-10,complete,SSE|SZSE,379239460,3.7924,26.8657,-23.0733,277,276,1
2020-09-11,complete,SSE|SZSE,102163220,1.0216,14.7054,-13.6838,278,276,2
2020-09-14,complete,SSE|SZSE,-2566814230,-25.6681,8.5374,-34.2056,278,277,1
2020-09-15,complete,SSE|SZSE,-1792722830,-17.9272,11.2302,-29.1575,278,277,1
2020-09-16,complete,SSE|SZSE,-1355642020,-13.5564,7.6936,-21.25,278,276,2
2020-09-17,complete,SSE|SZSE,2695942920,26.9594,36.0908,-9.1314,278,274,4
2020-09-18,complete,SSE|SZSE,3326168510,33.2617,54.7482,-21.4866,278,275,3
2020-09-21,complete,SSE|SZSE,-843782420,-8.4378,21.2358,-29.6736,279,277,2
2020-09-22,complete,SSE|SZSE,-1609920140,-16.0992,12.1345,-28.2337,278,276,2
2020-09-23,complete,SSE|SZSE,-2674331940,-26.7433,14.858,-41.6013,279,277,2
2020-09-24,complete,SSE|SZSE,1208573650,12.0857,26.0407,-13.9549,279,275,4
2020-09-25,complete,SSE|SZSE,3865824090,38.6582,41.4616,-2.8033,279,273,6
2020-09-28,complete,SSE|SZSE,2817108350,28.1711,30.9975,-2.8264,279,275,4
2020-09-29,complete,SSE|SZSE,2092479960,20.9248,30.0126,-9.0878,279,274,5
2020-09-30,complete,SSE|SZSE,-2807396750,-28.074,15.7412,-43.8151,279,276,3
2020-10-09,complete,SSE|SZSE,-1915257090,-19.1526,10.5786,-29.7311,279,276,3
2020-10-12,complete,SSE|SZSE,-3886550300,-38.8655,16.9075,-55.773,279,278,1
2020-10-13,complete,SSE|SZSE,-3151928400,-31.5193,21.7946,-53.3139,280,278,2
2020-10-14,complete,SSE|SZSE,650392730,6.5039,26.8153,-20.3114,280,278,2
2020-10-15,complete,SSE|SZSE,1516124990,15.1612,28.5639,-13.4026,280,278,2
2020-10-16,complete,SSE|SZSE,2309129380,23.0913,31.0913,-8,280,278,2
2020-10-19,complete,SSE|SZSE,-630095660,-6.301,24.6872,-30.9882,280,277,3
2020-10-20,complete,SSE|SZSE,2276178290,22.7618,29.6876,-6.9258,280,276,4
2020-10-21,complete,SSE|SZSE,-105401290,-1.054,31.8052,-32.8592,280,277,3
2020-10-22,complete,SSE|SZSE,4111678710,41.1168,43.8738,-2.757,280,273,7
2020-10-23,complete,SSE|SZSE,8104669400,81.0467,84.9941,-3.9474,281,278,3
2020-10-26,complete,SSE|SZSE,4276363600,42.7636,50.0686,-7.305,281,278,3
2020-10-27,complete,SSE|SZSE,-745455000,-7.4546,17.0837,-24.5382,281,277,4
2020-10-28,complete,SSE|SZSE,-2386979540,-23.8698,11.7355,-35.6053,282,277,5
2020-10-29,complete,SSE|SZSE,-851050220,-8.5105,11.6841,-20.1946,283,281,2
2020-10-30,complete,SSE|SZSE,-1852038440,-18.5204,20.8927,-39.4131,283,279,4
2020-11-02,complete,SSE|SZSE,2007498570,20.075,30.3249,-10.2499,283,278,5
2020-11-03,complete,SSE|SZSE,-2978595600,-29.786,5.7519,-35.5378,283,280,3
2020-11-04,complete,SSE|SZSE,-3794990840,-37.9499,8.1964,-46.1463,283,280,3
2020-11-05,complete,SSE|SZSE,-1917995870,-19.18,10.6692,-29.8492,283,280,3
2020-11-06,complete,SSE|SZSE,-3997038180,-39.9704,10.3981,-50.3685,283,281,2
2020-11-09,complete,SSE|SZSE,-5152818400,-51.5282,28.6777,-80.2059,283,281,2
2020-11-10,complete,SSE|SZSE,-1615466800,-16.1547,25.0911,-41.2458,284,281,3
2020-11-11,complete,SSE|SZSE,3999092450,39.9909,53.8107,-13.8198,284,281,3
2020-11-12,complete,SSE|SZSE,-970407460,-9.7041,16.6392,-26.3433,284,280,4
2020-11-13,complete,SSE|SZSE,504732200,5.0473,36.2687,-31.2214,284,280,4
2020-11-16,complete,SSE|SZSE,-510758350,-5.1076,19.7218,-24.8294,284,281,3
2020-11-17,complete,SSE|SZSE,5026990140,50.2699,66.5664,-16.2965,288,283,5
2020-11-18,complete,SSE|SZSE,6672788060,66.7279,75.7273,-8.9994,288,284,4
2020-11-19,complete,SSE|SZSE,715796740,7.158,23.9966,-16.8386,288,285,3
2020-11-20,complete,SSE|SZSE,-1428623410,-14.2862,18.018,-32.3042,288,284,4
2020-11-23,complete,SSE|SZSE,-1349167270,-13.4917,23.3819,-36.8735,288,286,2
2020-11-24,complete,SSE|SZSE,2453699340,24.537,46.4257,-21.8887,288,286,2
2020-11-25,complete,SSE|SZSE,901061360,9.0106,30.315,-21.3044,288,286,2
2020-11-26,complete,SSE|SZSE,4119577780,41.1958,52.736,-11.5402,288,284,4
2020-11-27,complete,SSE|SZSE,2058566950,20.5857,39.8905,-19.3049,288,285,3
2020-11-30,complete,SSE|SZSE,712526920,7.1253,47.1966,-40.0713,288,286,2
2020-12-01,complete,SSE|SZSE,-2250254600,-22.5025,40.8323,-63.3348,288,287,1
2020-12-02,complete,SSE|SZSE,-5395696050,-53.957,20.0908,-74.0477,288,284,4
2020-12-03,complete,SSE|SZSE,-2826135750,-28.2614,26.274,-54.5353,288,285,3
2020-12-04,complete,SSE|SZSE,-1689269800,-16.8927,24.8711,-41.7638,288,284,4
2020-12-07,complete,SSE|SZSE,-4199490490,-41.9949,17.2751,-59.27,288,286,2
2020-12-08,complete,SSE|SZSE,1678210290,16.7821,35.9394,-19.1573,288,284,4
2020-12-09,complete,SSE|SZSE,3859389900,38.5939,66.1753,-27.5814,288,282,6
2020-12-10,complete,SSE|SZSE,1076204600,10.762,28.5697,-17.8077,288,284,4
2020-12-11,complete,SSE|SZSE,2152447800,21.5245,40.6913,-19.1669,288,283,5
2020-12-14,complete,SSE|SZSE,399273700,3.9927,27.444,-23.4512,288,283,5
2020-12-15,complete,SSE|SZSE,-728220050,-7.2822,26.4817,-33.7639,288,283,5
2020-12-16,complete,SSE|SZSE,-902857700,-9.0286,23.7183,-32.7469,287,284,3
2020-12-17,complete,SSE|SZSE,-503797260,-5.038,26.1902,-31.2282,287,285,2
2020-12-18,complete,SSE|SZSE,-1094535450,-10.9454,28.4326,-39.378,287,285,2
2020-12-21,complete,SSE|SZSE,594170650,5.9417,45.5916,-39.6499,288,286,2
2020-12-22,complete,SSE|SZSE,962011280,9.6201,62.9718,-53.3517,288,284,4
2020-12-23,complete,SSE|SZSE,43485430,0.4349,41.1475,-40.7126,288,285,3
2020-12-24,complete,SSE|SZSE,3746211700,37.4621,71.8559,-34.3937,288,285,3
2020-12-25,complete,SSE|SZSE,1001912100,10.0191,68.6371,-58.6179,288,286,2
2020-12-28,complete,SSE|SZSE,1306110650,13.0611,38.2287,-25.1676,288,286,2
2020-12-29,complete,SSE|SZSE,4300552430,43.0055,66.21,-23.2045,290,286,4
2020-12-30,complete,SSE|SZSE,-109640500,-1.0964,49.5736,-50.67,290,288,2
2020-12-31,complete,SSE|SZSE,-5022150000,-50.2215,49.4023,-99.6238,290,286,4
2021-01-04,complete,SSE|SZSE,-6761464190,-67.6146,33.5659,-101.1806,290,286,4
2021-01-05,complete,SSE|SZSE,-9496695150,-94.967,56.329,-151.296,291,287,4
2021-01-06,complete,SSE|SZSE,-4552919450,-45.5292,25.3774,-70.9066,291,287,4
2021-01-07,complete,SSE|SZSE,185992480,1.8599,41.4194,-39.5595,291,286,5
2021-01-08,complete,SSE|SZSE,8097638750,80.9764,99.1661,-18.1897,292,288,4
2021-01-11,complete,SSE|SZSE,-3467240300,-34.6724,46.2862,-80.9586,295,290,5
2021-01-12,complete,SSE|SZSE,-8996010900,-89.9601,21.501,-111.4611,296,292,4
2021-01-13,complete,SSE|SZSE,-299177700,-2.9918,47.8671,-50.8589,297,292,5
2021-01-14,complete,SSE|SZSE,5037576200,50.3758,83.7996,-33.4239,298,293,5
2021-01-15,complete,SSE|SZSE,-472744400,-4.7274,40.7882,-45.5156,298,292,6
2021-01-18,complete,SSE|SZSE,-7003669330,-70.0367,17.6793,-87.716,298,294,4
2021-01-19,complete,SSE|SZSE,1784368050,17.8437,46.808,-28.9643,299,295,4
2021-01-20,complete,SSE|SZSE,-5737053800,-57.3705,16.2327,-73.6032,299,295,4
2021-01-21,complete,SSE|SZSE,-8566586300,-85.6659,7.7241,-93.39,301,296,5
2021-01-22,complete,SSE|SZSE,-3665689400,-36.6569,46.1406,-82.7975,301,295,6
2021-01-25,complete,SSE|SZSE,-8421667450,-84.2167,22.4015,-106.6182,301,296,5
2021-01-26,complete,SSE|SZSE,5852505800,58.5251,77.5158,-18.9907,301,295,6
2021-01-27,complete,SSE|SZSE,-2440843080,-24.4084,23.5036,-47.9121,302,297,5
2021-01-28,complete,SSE|SZSE,7756484350,77.5648,84.9882,-7.4234,302,296,6
2021-01-29,complete,SSE|SZSE,9980664900,99.8066,117.233,-17.4263,302,298,4
2021-02-01,complete,SSE|SZSE,96356600,0.9636,41.8089,-40.8454,303,298,5
2021-02-02,complete,SSE|SZSE,-9053409600,-90.5341,23.2961,-113.8302,303,298,5
2021-02-03,complete,SSE|SZSE,-4231449630,-42.3145,30.3637,-72.6782,303,299,4
2021-02-04,complete,SSE|SZSE,6597320330,65.9732,93.552,-27.5788,303,298,5
2021-02-05,complete,SSE|SZSE,-982105410,-9.8211,30.7293,-40.5504,305,300,5
2021-02-08,complete,SSE|SZSE,-233306400,-2.3331,25.9408,-28.2739,306,300,6
2021-02-09,complete,SSE|SZSE,-7028628750,-70.2863,9.2051,-79.4914,310,305,5
2021-02-10,complete,SSE|SZSE,-2886047650,-28.8605,28.4427,-57.3031,310,306,4
2021-02-18,complete,SSE|SZSE,1885199300,18.852,51.9746,-33.1226,310,306,4
2021-02-19,complete,SSE|SZSE,5006671840,50.0667,63.4401,-13.3734,309,306,3
2021-02-22,complete,SSE|SZSE,7278560800,72.7856,85.1662,-12.3806,311,308,3
2021-02-23,complete,SSE|SZSE,3828360430,38.2836,57.0828,-18.7992,312,308,4
2021-02-24,complete,SSE|SZSE,13953905270,139.5391,146.0512,-6.5121,314,310,4
2021-02-25,complete,SSE|SZSE,-2283295580,-22.833,38.28,-61.113,315,312,3
2021-02-26,complete,SSE|SZSE,9780165900,97.8017,102.4825,-4.6808,316,312,4
2021-03-01,complete,SSE|SZSE,-6944337600,-69.4434,17.9106,-87.354,319,316,3
2021-03-02,complete,SSE|SZSE,-3994069900,-39.9407,19.6834,-59.6241,323,319,4
2021-03-03,complete,SSE|SZSE,-90621210,-0.9062,27.5779,-28.4841,326,321,5
2021-03-04,complete,SSE|SZSE,12168636840,121.6864,131.4076,-9.7213,327,323,4
2021-03-05,complete,SSE|SZSE,5136100300,51.361,77.9288,-26.5678,329,325,4
2021-03-08,complete,SSE|SZSE,3751833600,37.5183,67.1667,-29.6483,332,327,5
2021-03-09,complete,SSE|SZSE,8977972050,89.7797,114.1266,-24.3469,335,329,6
2021-03-10,complete,SSE|SZSE,-3396468600,-33.9647,11.8505,-45.8152,336,328,8
2021-03-11,complete,SSE|SZSE,-6524797800,-65.248,9.7972,-75.0451,338,334,4
2021-03-12,complete,SSE|SZSE,-8548131800,-85.4813,12.084,-97.5653,338,334,4
2021-03-15,complete,SSE|SZSE,5436578200,54.3658,62.6584,-8.2926,339,334,5
2021-03-16,complete,SSE|SZSE,1539552000,15.3955,27.0488,-11.6533,339,333,6
2021-03-17,complete,SSE|SZSE,-5353388580,-53.5339,3.9954,-57.5293,339,334,5
2021-03-18,complete,SSE|SZSE,-3797571100,-37.9757,9.5907,-47.5664,341,335,6
2021-03-19,complete,SSE|SZSE,4010208930,40.1021,48.956,-8.854,343,338,5
2021-03-22,complete,SSE|SZSE,-527039000,-5.2704,19.9692,-25.2396,345,341,4
2021-03-23,complete,SSE|SZSE,1900985560,19.0099,30.3825,-11.3727,346,342,4
2021-03-24,complete,SSE|SZSE,5498217840,54.9822,75.5641,-20.5819,347,344,3
2021-03-25,complete,SSE|SZSE,1072026630,10.7203,28.128,-17.4077,350,346,4
2021-03-26,complete,SSE|SZSE,-4718971080,-47.1897,9.6691,-56.8588,350,345,5
2021-03-29,complete,SSE|SZSE,-8109342560,-81.0934,3.073,-84.1665,353,348,5
2021-03-30,complete,SSE|SZSE,-4839490100,-48.3949,3.4719,-51.8668,353,346,7
2021-03-31,complete,SSE|SZSE,-398533570,-3.9853,15.0058,-18.9911,355,349,6
2021-04-01,complete,SSE|SZSE,-3599593180,-35.9959,7.7824,-43.7783,355,350,5
2021-04-02,complete,SSE|SZSE,-6024189440,-60.2419,6.1455,-66.3874,357,354,3
2021-04-06,complete,SSE|SZSE,-3186539060,-31.8654,6.0315,-37.8969,357,352,5
2021-04-07,complete,SSE|SZSE,-698239060,-6.9824,11.3895,-18.3719,357,352,5
2021-04-08,complete,SSE|SZSE,-2093062220,-20.9306,8.8171,-29.7477,358,351,7
2021-04-09,complete,SSE|SZSE,2262817060,22.6282,30.7168,-8.0886,359,351,8
2021-04-12,complete,SSE|SZSE,10723726450,107.2373,111.5234,-4.2862,360,356,4
2021-04-13,complete,SSE|SZSE,4153255180,41.5326,54.5294,-12.9968,360,355,5
2021-04-14,complete,SSE|SZSE,2425787000,24.2579,42.2312,-17.9733,361,355,6
2021-04-15,complete,SSE|SZSE,-404131030,-4.0413,17.6812,-21.7225,361,355,6
2021-04-16,complete,SSE|SZSE,3238005960,32.3801,42.771,-10.3909,359,355,4
2021-04-19,complete,SSE|SZSE,-3181281800,-31.8128,29.987,-61.7998,359,355,4
2021-04-20,complete,SSE|SZSE,-4915271010,-49.1527,6.9224,-56.0751,359,356,3
2021-04-21,complete,SSE|SZSE,-5066124580,-50.6612,5.4276,-56.0889,359,356,3
2021-04-22,complete,SSE|SZSE,-7704539440,-77.0454,3.8141,-80.8595,359,356,3
2021-04-23,complete,SSE|SZSE,-1410151050,-14.1015,14.2311,-28.3326,359,355,4
2021-04-26,complete,SSE|SZSE,-5795676390,-57.9568,6.9274,-64.8842,360,358,2
2021-04-27,complete,SSE|SZSE,609262040,6.0926,24.7008,-18.6081,360,356,4
2021-04-28,complete,SSE|SZSE,-3032188310,-30.3219,6.7707,-37.0925,361,358,3
2021-04-29,complete,SSE|SZSE,2154841460,21.5484,50.8818,-29.3334,362,360,2
2021-04-30,complete,SSE|SZSE,789135540,7.8914,35.3659,-27.4745,362,360,2
2021-05-06,complete,SSE|SZSE,1698304260,16.983,34.9934,-18.0103,362,360,2
2021-05-07,complete,SSE|SZSE,4346223170,43.4622,52.4536,-8.9913,362,361,1
2021-05-10,complete,SSE|SZSE,4265297560,42.653,52.396,-9.743,364,362,2
2021-05-11,complete,SSE|SZSE,3269889840,32.6989,44.3839,-11.685,364,362,2
2021-05-12,complete,SSE|SZSE,1309521100,13.0952,20.8764,-7.7812,364,363,1
2021-05-13,complete,SSE|SZSE,3036103900,30.361,38.1493,-7.7883,365,363,2
2021-05-14,complete,SSE|SZSE,-1266687640,-12.6669,66.0472,-78.714,367,364,3
2021-05-17,complete,SSE|SZSE,-343545000,-3.4354,50.1814,-53.6168,368,367,1
2021-05-18,complete,SSE|SZSE,294879220,2.9488,25.4325,-22.4837,369,368,1
2021-05-19,complete,SSE|SZSE,-4163909400,-41.6391,8.5616,-50.2007,369,366,3
2021-05-20,complete,SSE|SZSE,-1407950670,-14.0795,15.2536,-29.3331,371,368,3
2021-05-21,complete,SSE|SZSE,-349197870,-3.492,21.0254,-24.5174,372,371,1
2021-05-24,complete,SSE|SZSE,-2402711240,-24.0271,10.0105,-34.0376,372,367,5
2021-05-25,complete,SSE|SZSE,125783960,1.2578,89.4808,-88.2229,373,370,3
2021-05-26,complete,SSE|SZSE,-4166200820,-41.662,13.3163,-54.9784,373,372,1
2021-05-27,complete,SSE|SZSE,-1981122320,-19.8112,28.7064,-48.5176,373,372,1
2021-05-28,complete,SSE|SZSE,-5811713600,-58.1171,9.2729,-67.3901,374,371,3
2021-05-31,complete,SSE|SZSE,-1802085400,-18.0209,31.3081,-49.329,375,374,1
2021-06-01,complete,SSE|SZSE,-7340375950,-73.4038,10.2728,-83.6765,375,373,2
2021-06-02,complete,SSE|SZSE,-6079973340,-60.7997,6.3744,-67.1742,375,373,2
2021-06-03,complete,SSE|SZSE,-3787547960,-37.8755,8.1442,-46.0197,375,372,3
2021-06-04,complete,SSE|SZSE,-884633200,-8.8463,21.7281,-30.5745,377,375,2
2021-06-07,complete,SSE|SZSE,-2047708760,-20.4771,14.4059,-34.883,377,374,3
